Título,Nota,URL,Etiquetas,Comentario
Casa Macareno,patatas bravas,https://www.google.com/maps/place/Casa+Macareno/data=!4m2!3m1!1s0xd42286250978605:0x2a8e374a334a8900,,
Le MACAO,16.50€ menú mediodía,https://www.google.com/maps/place/Le+MACAO/data=!4m2!3m1!1s0xd42296bfd2bf2b5:0x9db89531cdf52b74,,
La Bonita Restaurante,con el tenedor más barato,https://www.google.com/maps/place/La+Bonita+Restaurante/data=!4m2!3m1!1s0xd42296fb05e59c5:0x32cb9bf8a55b8a01,,
Con Amor,con el tenedor más barato,https://www.google.com/maps/place/Con+Amor/data=!4m2!3m1!1s0xd4228f6e72209f1:0xdebd73d81ef1e451,,
Kippu,con tenedor más barato,https://www.google.com/maps/place/Kippu/data=!4m2!3m1!1s0xd422942b8d2e291:0x4d689b8a55bc4c56,,
Tsukuri Soba - Restaurante Oriental,,https://www.google.com/maps/place/Tsukuri+Soba+-+Restaurante+Oriental/data=!4m2!3m1!1s0xd42294a3146dcc1:0x8e10655b85a9cc36,,
Restaurante Milos,,https://www.google.com/maps/place/Restaurante+Milos/data=!4m2!3m1!1s0xd4228b785041fa5:0x452361118cffe81b,,
Just Italia Barrio Salamanca Madrid,,https://www.google.com/maps/place/Just+Italia+Barrio+Salamanca+Madrid/data=!4m2!3m1!1s0xd4228c045500dab:0x8b8c3f97c4ac2637,,
Xolo Nikkei & Cocktails,,https://www.google.com/maps/place/Xolo+Nikkei+%26+Cocktails/data=!4m2!3m1!1s0xd42279114fe0fd7:0x5a96ecd86f67ed1e,,
Restaurante Más de Santa,,https://www.google.com/maps/place/Restaurante+M%C3%A1s+de+Santa/data=!4m2!3m1!1s0xd4229648819d3c5:0x5cf5de6fcba4b95b,,
Gonzalez & Co Madrid,,https://www.google.com/maps/place/Gonzalez+%26+Co+Madrid/data=!4m2!3m1!1s0xd4229dd3d07ce41:0xed489ec3d387579c,,
Restaurante Yunie Kebab y Shawarma,,https://www.google.com/maps/place/Restaurante+Yunie+Kebab+y+Shawarma/data=!4m2!3m1!1s0xd42284270d86d49:0x7bfc4164fd4f5929,,
Wok King,Muy barato chino,https://www.google.com/maps/place/Wok+King/data=!4m2!3m1!1s0xd42287c79f8b9df:0xc99f51c02114953,,
Pizzeria Ristorante Piccolo Diavolo,,https://www.google.com/maps/place/Pizzeria+Ristorante+Piccolo+Diavolo/data=!4m2!3m1!1s0xd422629b1600337:0x8319e92376c8fc3e,,
Ristorante Pummarola,,https://www.google.com/maps/place/Ristorante+Pummarola/data=!4m2!3m1!1s0xd41864dfe184b0d:0x8075a2e3066e384b,,
Malafemmena,,https://www.google.com/maps/place/Malafemmena/data=!4m2!3m1!1s0xd4229eeec55474f:0x14582163688f2797,,
Giulietta Madrid,,https://www.google.com/maps/place/Giulietta+Madrid/data=!4m2!3m1!1s0xd422ff86c7b9e49:0x2ce437705205e33d,,
Tennessee BBQ,,https://www.google.com/maps/place/Tennessee+BBQ/data=!4m2!3m1!1s0xd422fb07a6abba5:0xbadaf0794d093907,,
Mercado de San Fernando,,https://www.google.com/maps/place/Mercado+de+San+Fernando/data=!4m2!3m1!1s0xd42263242abf7bb:0x75f8f544b4576748,,
La Terraza de Monty's,barato relación calidad precio,https://www.google.com/maps/place/La+Terraza+de+Monty's/data=!4m2!3m1!1s0xd422f47fd4a062b:0x417ff00df5800b77,,
Caracola Antón Martín,tartas y tortillas,https://www.google.com/maps/place/Caracola+Ant%C3%B3n+Mart%C3%ADn/data=!4m2!3m1!1s0xd42262a3eabe469:0x36ddd3ff88d896b6,,
Kebab House,Kebab más antiguo,https://www.google.com/maps/place/Kebab+House/data=!4m2!3m1!1s0xd42284208e8339f:0xfc3d11cc8419051e,,
WILD Burger,,https://www.google.com/maps/place/WILD+Burger/data=!4m2!3m1!1s0xd418b0905370967:0xeba91630d11ead01,,
IN Ristolab,,https://www.google.com/maps/place/IN+Ristolab/data=!4m2!3m1!1s0xd4229007296555f:0x2f901aeb8461b3ee,,
Santé Restaurante Vinos,,https://www.google.com/maps/place/Sant%C3%A9+Restaurante+Vinos/data=!4m2!3m1!1s0xd4189e68105de41:0x1754a1164692e49d,,
Restaurante Las Tortillas de Gabino,Tortilla y tarta de queso,https://www.google.com/maps/place/Restaurante+Las+Tortillas+de+Gabino/data=!4m2!3m1!1s0xd4228f2b6f713b7:0xf2678a4371bbf5f2,,
Juana La Loca,tortilla ,https://www.google.com/maps/place/Juana+La+Loca/data=!4m2!3m1!1s0xd4227d7c81df91d:0xb5b5dce8394aa14d,,
Agarimo taberna,tortilla con manitas,https://www.google.com/maps/place/Agarimo+taberna/data=!4m2!3m1!1s0xd422983389812c9:0x6bef05c3b8cd5424,,
POTE café-bar,tortilla,https://www.google.com/maps/place/POTE+caf%C3%A9-bar/data=!4m2!3m1!1s0xd42294839c64963:0x9427732cb1bba737,,
Manifesto 13,,https://www.google.com/maps/place/Manifesto+13/data=!4m2!3m1!1s0xd42296953dea193:0xf4d0b588ebf97eba,,
TRAMO,,https://www.google.com/maps/place/TRAMO/data=!4m2!3m1!1s0xd4229595fc8413d:0xaf95a4ac53bf999c,,
Haranita,,https://www.google.com/maps/place/Haranita/data=!4m2!3m1!1s0xd42299333af692f:0x40f6b4383e540fa,,
La Mar Madrid by Gastón Acurio,,https://www.google.com/maps/place/La+Mar+Madrid+by+Gast%C3%B3n+Acurio/data=!4m2!3m1!1s0xd42298200c95e13:0xe11b1b2c0bca8261,,
Kinza,,https://www.google.com/maps/place/Kinza/data=!4m2!3m1!1s0xd422985f3fda361:0xeb24ad7d0b3ceaa1,,
La Lloreria,,https://www.google.com/maps/place/La+Lloreria/data=!4m2!3m1!1s0xd422904b11c21e3:0x46709a60053bd550,,
Doxa Plant Based,,https://www.google.com/maps/place/Doxa+Plant+Based/data=!4m2!3m1!1s0xd42275e515a07a9:0xd3f5b94e1f26df81,,
Sahteen By Delicias Arabes,,https://www.google.com/maps/place/Sahteen+By+Delicias+Arabes/data=!4m2!3m1!1s0xd4229bc4e208e7f:0xe934d3fd85a0a4ea,,
Tacos Don Manolito,,https://www.google.com/maps/place/Tacos+Don+Manolito/data=!4m2!3m1!1s0xd4229c4ac8dd381:0x981efa6b8d7ad8d7,,
NOT FROM ITALY,,https://www.google.com/maps/place/NOT+FROM+ITALY/data=!4m2!3m1!1s0xd4229562d496e01:0xbdde6ca767a37ddb,,
Llama Inn Madrid,peruano carete ,https://www.google.com/maps/place/Llama+Inn+Madrid/data=!4m2!3m1!1s0xd4229ce85288b59:0x9b80f87c093b070d,,
BOCADO,brunch chulo y rico,https://www.google.com/maps/place/BOCADO/data=!4m2!3m1!1s0xd4229e35db84551:0x6958d699e9445041,,
Casa Neutrale,de todo pero pasta espectacular,https://www.google.com/maps/place/Casa+Neutrale/data=!4m2!3m1!1s0xd42295d8267704b:0x6d8b7925b8a70fd3,,
Varro,picar en barra y bikini espectacular ,https://www.google.com/maps/place/Varro/data=!4m2!3m1!1s0xd42298f2db7e263:0xe965e1132bf69ea1,,
Casa Canito,español moderno,https://www.google.com/maps/place/Casa+Canito/data=!4m2!3m1!1s0xd4229631a1ff17b:0x7aa22dc6560c0ec2,,
Akiro Hand Roll Bar,,https://www.google.com/maps/place/Akiro+Hand+Roll+Bar/data=!4m2!3m1!1s0xd422918521790a5:0xddd06198c32d5790,,
Restaurante Her,mexicano e italiano,https://www.google.com/maps/place/Restaurante+Her/data=!4m2!3m1!1s0xd4229cc64480edf:0x8a7ff0de0837a11c,,
Quispe,caro peruano pero meeece la pena,https://www.google.com/maps/place/Quispe/data=!4m2!3m1!1s0xd4229c2a90696a9:0x9e5bef39ac0a911a,,
Vinoteca Estando Contigo,,https://www.google.com/maps/place/Vinoteca+Estando+Contigo/data=!4m2!3m1!1s0xd422951355b3d25:0xd8e953681eff60a0,,
Tetsu,,https://www.google.com/maps/place/Tetsu/data=!4m2!3m1!1s0xd42290023d33a5f:0xc07b527185cc219a,,
TRAGALUZ Madrid,,https://www.google.com/maps/place/TRAGALUZ+Madrid/data=!4m2!3m1!1s0xd4229cf74a9f993:0x6999836d10b4d957,,
Jodidamente,,https://www.google.com/maps/place/Jodidamente/data=!4m2!3m1!1s0xd422792535f31e7:0xbf4074104e398600,,
Restaurante Napoli Rules,,https://www.google.com/maps/place/Restaurante+Napoli+Rules/data=!4m2!3m1!1s0xd418b22b10b7f93:0x5193fca7a51eb333,,
La Tita Rivera,,https://www.google.com/maps/place/La+Tita+Rivera/data=!4m2!3m1!1s0xd422887cd044c21:0x69440c36b6a23e11,,
GARRAK,,https://www.google.com/maps/place/GARRAK/data=!4m2!3m1!1s0xd41850019fdae1b:0x9a3dfc2163c6861b,,
NATO Robata&tapas bar,,https://www.google.com/maps/place/NATO+Robata%26tapas+bar/data=!4m2!3m1!1s0xd4227c314bd410f:0xa56cc1d62b61b1da,,
Pizzeria Amadeo Di Napoli Napoli,,https://www.google.com/maps/place/Pizzeria+Amadeo+Di+Napoli+Napoli/data=!4m2!3m1!1s0xd4228fa1ba6671f:0x51ecddf98be5666,,
Bardero,,https://www.google.com/maps/place/Bardero/data=!4m2!3m1!1s0xd422795204e5e8b:0x3e1cef1030eed9e,,
Primo Restaurante Taquería,,https://www.google.com/maps/place/Primo+Restaurante+Taquer%C3%ADa/data=!4m2!3m1!1s0xd42290307812c19:0x756187cda313d08,,
Pecorilo - Pasta fresca en Madrid,,https://www.google.com/maps/place/Pecorilo+-+Pasta+fresca+en+Madrid/data=!4m2!3m1!1s0xd4229f5bc8bd7ad:0x36b1bb5c14659eb,,
Restaurante Pecados,,https://www.google.com/maps/place/Restaurante+Pecados/data=!4m2!3m1!1s0xd42298ef5151333:0xbf51737c0bf5ca52,,
Éccolo,,https://www.google.com/maps/place/%C3%89ccolo/data=!4m2!3m1!1s0xd4227d45e46e255:0xb01311c5271f91a4,,
GAMAN I Restaurante Nikkei Madrid by Luis Arévalo,,https://www.google.com/maps/place/GAMAN+I+Restaurante+Nikkei+Madrid+by+Luis+Ar%C3%A9valo/data=!4m2!3m1!1s0xd42291d2f9ad7eb:0x775d550f6bf12a34,,
Restaurante Farah,,https://www.google.com/maps/place/Restaurante+Farah/data=!4m2!3m1!1s0xd422709c3879a5d:0xf6075191009eca4f,,
Gustoo,,https://www.google.com/maps/place/Gustoo/data=!4m2!3m1!1s0xd422980af71d075:0x9830097911df8f28,,
Restaurante Bao Li,,https://www.google.com/maps/place/Restaurante+Bao+Li/data=!4m2!3m1!1s0xd42296370cd9655:0x8d579233aec6a5ae,,
Chuck Chuck Chicken (Asian Chicken Bar),,https://www.google.com/maps/place/Chuck+Chuck+Chicken+(Asian+Chicken+Bar)/data=!4m2!3m1!1s0xd4229218d7dedbf:0x7df3fb59a0305ac1,,
La Taberna de Peñalver,,https://www.google.com/maps/place/La+Taberna+de+Pe%C3%B1alver/data=!4m2!3m1!1s0xd4229e028df1f9f:0x1250030cc5b53294,,
Ático Restaurante & Terraza,Menú 72€ 5 pases y postre,https://www.google.com/maps/place/%C3%81tico+Restaurante+%26+Terraza/data=!4m2!3m1!1s0xd42288417f56ecf:0xac029c48cdd54307,,
Restaurante Surtopía,Menú 75€ 9 pases,https://www.google.com/maps/place/Restaurante+Surtop%C3%ADa/data=!4m2!3m1!1s0xd4228c03cfcbd43:0xc82889e9b927d354,,
Restaurante Èter,Menú 12 pases 93€,https://www.google.com/maps/place/Restaurante+%C3%88ter/data=!4m2!3m1!1s0xd42275edf66c597:0xce1c2f9666392c75,,
Kuoco,"Menú 85€
8 pases y pre postre + postre",https://www.google.com/maps/place/Kuoco/data=!4m2!3m1!1s0xd4228860d4a255b:0xb429ee281ee83be6,,
Beytna,"6 entrantes, plato principal, postre y pan 42€",https://www.google.com/maps/place/Beytna/data=!4m2!3m1!1s0xd422f507a76d933:0x7b1b5810a479c9f5,,
Tripea,Menú 60€ 8 pases,https://www.google.com/maps/place/Tripea/data=!4m2!3m1!1s0xd422859600afb19:0x8212ce97799dd90,,
Restaurante PAROLE - Pizzería Italiana,,https://www.google.com/maps/place/Restaurante+PAROLE+-+Pizzer%C3%ADa+Italiana/data=!4m2!3m1!1s0xd4229c0942bd169:0xab29d98c6cce437,,
Piotta Romana,,https://www.google.com/maps/place/Piotta+Romana/data=!4m2!3m1!1s0xd4229ffd14d52b5:0x3c6386e4882bf11e,,
Bossa Nossa,,https://www.google.com/maps/place/Bossa+Nossa/data=!4m2!3m1!1s0xd422932af393219:0x634d6201be02a712,,
Casa Neutrale® Musica,,https://www.google.com/maps/place/Casa+Neutrale%C2%AE+Musica/data=!4m2!3m1!1s0xd4229695284a18d:0x599b396b205deeed,,
Ardemos. Hamburguesas sin gluten Madrid,,https://www.google.com/maps/place/Ardemos.+Hamburguesas+sin+gluten+Madrid/data=!4m2!3m1!1s0xd4229fd6ab5a2ab:0x6d587199f61173fe,,
Restaurante Pabú,,https://www.google.com/maps/place/Restaurante+Pab%C3%BA/data=!4m2!3m1!1s0xd42297c9ac07e97:0x1110ea02460597da,,
Terraza Lobbo,Pinta bien de precio y calidad para grupos de >3 personas,https://www.google.com/maps/place/Terraza+Lobbo/data=!4m2!3m1!1s0xd4228dc92feeaef:0xf10374d7feb0b8,,
Sindibad Bagdad سندباد بغداد حلال,,https://www.google.com/maps/place/Sindibad+Bagdad+%D8%B3%D9%86%D8%AF%D8%A8%D8%A7%D8%AF+%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF+%D8%AD%D9%84%D8%A7%D9%84%E2%80%AD/data=!4m2!3m1!1s0xd42287eb66314c7:0x5100b3c20c307494,,
Restaurante Jalo,Preguntar por Jalo o decir que nos manda Lalo Kapital,https://www.google.com/maps/place/Restaurante+Jalo/data=!4m2!3m1!1s0xd4226289a3954c7:0x6e43d4eb55d4d769,,
NACHA,,https://www.google.com/maps/place/NACHA/data=!4m2!3m1!1s0xd422959a43279e7:0x51b7b1a33d07fa19,,
Ponja Nikkei,,https://www.google.com/maps/place/Ponja+Nikkei/data=!4m2!3m1!1s0xd42292d3434729f:0x298158ba39905391,,
Restaurante La Montería,,https://www.google.com/maps/place/Restaurante+La+Monter%C3%ADa/data=!4m2!3m1!1s0xd4228a38a7708c7:0xab4da41b93b054ba,,
Antonia´s Burger,,https://www.google.com/maps/place/Antonia%C2%B4s+Burger/data=!4m2!3m1!1s0xd422927be05dec7:0x4b34dce697bf51b8,,
Restaurante Gala,"Menú a compartir 3 entradas, elegir pescado o carne y postre o café 43€ más 3.5€ mantequilla, aove y pan",https://www.google.com/maps/place/Restaurante+Gala/data=!4m2!3m1!1s0xd4228f6d374922d:0x7c9ed834ed3dc18b,,
La Terraza del Santo Domingo,Menú degustación 36€ (sin bebidas),https://www.google.com/maps/place/La+Terraza+del+Santo+Domingo/data=!4m2!3m1!1s0xd42287b7bc9f6db:0xdca721d29deff8fd,,
Piccola Napoli,,https://www.google.com/maps/place/Piccola+Napoli/data=!4m2!3m1!1s0xd4229ccea86cd35:0x39c183a4dbc53dc1,,
HIRO,,https://www.google.com/maps/place/HIRO/data=!4m2!3m1!1s0xd422920e175cfe3:0xcec96c8adf021c4c,,
Maruzzella,,https://www.google.com/maps/place/Maruzzella/data=!4m2!3m1!1s0xd4228f90e51e6a3:0xe12ff419e83dda8d,,
Dispatch,,https://www.google.com/maps/place/Dispatch/data=!4m2!3m1!1s0xd42290033015c89:0x734e18c28ade26f1,,
Amets gastroteka,,https://www.google.com/maps/place/Amets+gastroteka/data=!4m2!3m1!1s0xd42291f31206c4b:0x2244d2825035c8d2,,
Araia,,https://www.google.com/maps/place/Araia/data=!4m2!3m1!1s0xd422994534da9cb:0xf3b18da50d038c2f,,
Restaurante Divino Pecado Getafe,,https://www.google.com/maps/place/Restaurante+Divino+Pecado+Getafe/data=!4m2!3m1!1s0xd4221007fac115b:0x4315d34fac001626,,
Piccola Napoli,Pizza napolitana,https://www.google.com/maps/place/Piccola+Napoli/data=!4m2!3m1!1s0xd4228ff20a3e09f:0xf5cf068c077a90d1,,
ANTUANET Restaurante,Libanés barato,https://www.google.com/maps/place/ANTUANET+Restaurante/data=!4m2!3m1!1s0xd4229599736f319:0x29fc9af8d8e5519b,,
Delito Madrid,,https://www.google.com/maps/place/Delito+Madrid/data=!4m2!3m1!1s0xd4229352330cc89:0x8f5c547aa4b150e4,,
Preciados 33,Buffet desde 28€ comida española,https://www.google.com/maps/place/Preciados+33/data=!4m2!3m1!1s0xd42290c57ad6b39:0xb0efa22bc397bb21,,
De Pita Madre,,https://www.google.com/maps/place/De+Pita+Madre/data=!4m2!3m1!1s0xd42290811a48043:0x636e11a938f1928f,,
Zaatar & Co.,libanés comida casera y rápida ,https://www.google.com/maps/place/Zaatar+%26+Co./data=!4m2!3m1!1s0xd422935358f212d:0xeede15a585e2efe7,,
la Falda,Tortilla española 2 puesto,https://www.google.com/maps/place/la+Falda/data=!4m2!3m1!1s0xd42262c84f797f3:0x3f4dcf3ce3071d93,,
TonTon,,https://www.google.com/maps/place/TonTon/data=!4m2!3m1!1s0xd42291b3a0b198f:0xc1b303337f18588c,,
Passsta Bar,,https://www.google.com/maps/place/Passsta+Bar/data=!4m2!3m1!1s0xd422904b3dd0d13:0x17743d7f7b65d13e,,
Malocchio,,https://www.google.com/maps/place/Malocchio/data=!4m2!3m1!1s0xd4229a95dd52d1d:0xd8b2c905a5f730f6,,
Corvina Mx,,https://www.google.com/maps/place/Corvina+Mx/data=!4m2!3m1!1s0xd4229702844472f:0x8eac7c9decfab1a4,,
Monnalisa Pizzería,,https://www.google.com/maps/place/Monnalisa+Pizzer%C3%ADa/data=!4m2!3m1!1s0xd419900576679a5:0xefe64bd7fd65006b,,
DALÙ BURGER,,https://www.google.com/maps/place/DAL%C3%99+BURGER/data=!4m2!3m1!1s0xd42297e42ba34e7:0x492c63b02fc7cc98,,
Puccias,Por menos de 10€ bocadillos,https://www.google.com/maps/place/Puccias/data=!4m2!3m1!1s0xd4229d264c1895b:0x12e5557e0be790b9,,
Mercado de San Leopoldo,,https://www.google.com/maps/place/Mercado+de+San+Leopoldo/data=!4m2!3m1!1s0xd4229452c41bc5f:0x1b911a066676819b,,
Issei Restaurante (antiguo Café de Macao),Buffet 19.90€,https://www.google.com/maps/place/Issei+Restaurante+(antiguo+Caf%C3%A9+de+Macao)/data=!4m2!3m1!1s0xd4229663fad1b71:0x5e3a2a8af4ab5961,,
Karanday Restaurante,Menú degustación 8 pases 50€,https://www.google.com/maps/place/Karanday+Restaurante/data=!4m2!3m1!1s0xd4229ed16460759:0x725b0ec0c2b44ee2,,
Pizza Pronto,,https://www.google.com/maps/place/Pizza+Pronto/data=!4m2!3m1!1s0xd4229f60e073edb:0xb2f0ab921fd477f4,,
Come Bebe Ama Gastrohome,,https://www.google.com/maps/place/Come+Bebe+Ama+Gastrohome/data=!4m2!3m1!1s0xd4227289fac7f83:0x9bd447b9580dd8c6,,
Gracias Padre - Los Cabos Beach - Restaurante Mexicano,,https://www.google.com/maps/place/Gracias+Padre+-+Los+Cabos+Beach+-+Restaurante+Mexicano/data=!4m2!3m1!1s0xd4229630ac0b77b:0xdc12ab67037c7f51,,
Malafama Burger Pub,,https://www.google.com/maps/place/Malafama+Burger+Pub/data=!4m2!3m1!1s0xd418b487b40e333:0x7742c0917a6a48d4,,
Tasca Celso y Manolo,,https://www.google.com/maps/place/Tasca+Celso+y+Manolo/data=!4m2!3m1!1s0xd4228842f28c2c5:0x2eb32b748da33c58,,
Moemia Taberna,,https://www.google.com/maps/place/Moemia+Taberna/data=!4m2!3m1!1s0xd422f2f6615a3b5:0xc6dc6384d7bac334,,
Marzeah Taberna,,https://www.google.com/maps/place/Marzeah+Taberna/data=!4m2!3m1!1s0xd4229857a1330c9:0x1229c6b6b3408945,,
Órale un pedacito,,https://www.google.com/maps/place/%C3%93rale+un+pedacito/data=!4m2!3m1!1s0xd4228da08ccd0e5:0x1e3bccdb2921ab91,,
La Raquetista l Restaurante Retiro,,https://www.google.com/maps/place/La+Raquetista+l+Restaurante+Retiro/data=!4m2!3m1!1s0xd4228a4713aec91:0x2a593d58f04a10e9,,
Hermanos Vinagre,,https://www.google.com/maps/place/Hermanos+Vinagre/data=!4m2!3m1!1s0xd4229504cb21787:0x78b81b99bb98aef9,,
Bar Trafalgar,,https://www.google.com/maps/place/Bar+Trafalgar/data=!4m2!3m1!1s0xd422934d89cebb1:0xf698d03270b1d553,,
La Rayúa Gran Vía,,https://www.google.com/maps/place/La+Ray%C3%BAa+Gran+V%C3%ADa/data=!4m2!3m1!1s0xd42287cdbb87041:0xa660dff9d3a98cda,,
Restaurante Bestial by Rosi la Loca,tarta de queso,https://www.google.com/maps/place/Restaurante+Bestial+by+Rosi+la+Loca/data=!4m2!3m1!1s0xd4229c0f0a2d207:0xe7b8d60fe1fe4ba0,,
Yatai Market,,https://www.google.com/maps/place/Yatai+Market/data=!4m2!3m1!1s0xd422f78fae2553b:0x84cdc5b21bf9afe7,,
Tres por Cuatro,,https://www.google.com/maps/place/Tres+por+Cuatro/data=!4m2!3m1!1s0xd4228bb71cd412b:0xc0eb9b67cc4760a0,,
Katz Madrid - Restaurante · Obrador,,https://www.google.com/maps/place/Katz+Madrid+-+Restaurante+%C2%B7+Obrador/data=!4m2!3m1!1s0xd422902bb699d1b:0x822f1203cb52fc00,,
KultO,,https://www.google.com/maps/place/KultO/data=!4m2!3m1!1s0xd4228a1503fb04b:0x6872fa8a18836b68,,
L'Antica Trattoria,,https://www.google.com/maps/place/L'Antica+Trattoria/data=!4m2!3m1!1s0xd422902a37995f9:0xb77637733f088741,,
Summarium,,https://www.google.com/maps/place/Summarium/data=!4m2!3m1!1s0xd4227691d5bc57f:0x281c69190b8b116,,
Tiflis Restaurant,,https://www.google.com/maps/place/Tiflis+Restaurant/data=!4m2!3m1!1s0xd4229817b41db2d:0x89de51d16c30b61a,,
DIVORARE (Calle Sagasta),,https://www.google.com/maps/place/DIVORARE+(Calle+Sagasta)/data=!4m2!3m1!1s0xd4229004f0c080d:0xd37a5707ccfb7c7f,,
La esquina del paisa getafe,colombiano,https://www.google.com/maps/place/La+esquina+del+paisa+getafe/data=!4m2!3m1!1s0xd42218ecbb89d29:0xd06173c6aca0113f,,
La Madreña,Tarta de queso muy famosa,https://www.google.com/maps/place/La+Madre%C3%B1a/data=!4m2!3m1!1s0xd4228ee7bf3bab1:0x6ce01dd2f6e25246,,
La Casa Gabriel por A.Navarro,Caro,https://www.google.com/maps/place/La+Casa+Gabriel+por+A.Navarro/data=!4m2!3m1!1s0xd419975b2c55b9b:0xd6ab48a2fbc895db,,
Asador PanXon,"Un poco caro, casa de pias ",https://www.google.com/maps/place/Asador+PanXon/data=!4m2!3m1!1s0xd419975b11f628b:0x2b1f0dc542c972e,,
El Ranxo smokehouse,,https://www.google.com/maps/place/El+Ranxo+smokehouse/data=!4m2!3m1!1s0xd419908ca82d223:0x37c0a8c4bb656ce0,,
Pura Vida,Mexicano,https://www.google.com/maps/place/Pura+Vida/data=!4m2!3m1!1s0xd419973f7974b2d:0x38e1219d51f54b06,,
Punto Patagonia,argentino,https://www.google.com/maps/place/Punto+Patagonia/data=!4m2!3m1!1s0xd4199f2190a2813:0x319fbb229c70aee8,,
All'italiana Villanueva de la Cañada,,https://www.google.com/maps/place/All'italiana+Villanueva+de+la+Ca%C3%B1ada/data=!4m2!3m1!1s0xd4199775a149399:0x54e5d2362c1b0133,,
Makkao,Como el bakanal en fuenla ,https://www.google.com/maps/place/Makkao/data=!4m2!3m1!1s0xd419975186970e5:0x795d814ab33705dd,,
Docamar,Barato raciones españolas,https://www.google.com/maps/place/Docamar/data=!4m2!3m1!1s0xd422f4717fba587:0x5ef19860c73a62dd,,
Pistola,Bocadillos espectaculares y baratos ,https://www.google.com/maps/place/Pistola/data=!4m2!3m1!1s0xd4229950ef61c21:0x9b7a11021ee6c734,,
Petisqueira,Tapas gratis con bebida,https://www.google.com/maps/place/Petisqueira/data=!4m2!3m1!1s0xd422889993880a3:0x82396175c64d4199,,
Bodega Salvaje,Tapas gratis con bebida,https://www.google.com/maps/place/Bodega+Salvaje/data=!4m2!3m1!1s0xd4226342bfc7ef1:0x5acd06d0c00e5ea7,,
Triana,Tapas gratis con bebida,https://www.google.com/maps/place/Triana/data=!4m2!3m1!1s0xd4228a416474dd3:0xf646c7cc13b352d8,,
La Casa del Abuelo,Tapas gratis con bebida,https://www.google.com/maps/place/La+Casa+del+Abuelo/data=!4m2!3m1!1s0xd42288091f92477:0x2e0bfa76a492b5f0,,
Los Chicos Fábrica de Patatas Bravas,Tapas gratis con bebida,https://www.google.com/maps/place/Los+Chicos+F%C3%A1brica+de+Patatas+Bravas/data=!4m2!3m1!1s0xd42294dd0240463:0x8c68680de0c6d91f,,
Los Chicos Fábrica de Patatas Bravas,Tapas gratis con bebida,https://www.google.com/maps/place/Los+Chicos+F%C3%A1brica+de+Patatas+Bravas/data=!4m2!3m1!1s0xd422842abd6a5f9:0x509dcd453aadf7a,,
Restaurante Pazo Coruña,Tapas gratis con bebida,https://www.google.com/maps/place/Restaurante+Pazo+Coru%C3%B1a/data=!4m2!3m1!1s0xd4228a78e4121e3:0x91cf178aefc247e9,,
Tapería La Pequeña Graná.,tapas gratis con bebida,https://www.google.com/maps/place/Taper%C3%ADa+La+Peque%C3%B1a+Gran%C3%A1./data=!4m2!3m1!1s0xd422633c4eac3cf:0x3e927f93c9ae8af2,,
Indian Accent Madrid,,https://www.google.com/maps/place/Indian+Accent+Madrid/data=!4m2!3m1!1s0xd422987f8ce13b9:0x1ecb5f0f165d7e7c,,
Rangoli,,https://www.google.com/maps/place/Rangoli/data=!4m2!3m1!1s0xd42297d3ec4ffff:0x600207c9d3fa00f7,,
ATOCHA TANDOORI,,https://www.google.com/maps/place/ATOCHA+TANDOORI/data=!4m2!3m1!1s0xd42262e533a4637:0x2598e4f0cd2c0dc1,,
"CURRY & CANELA RESTAURANTE HINDU, INDIO, NEPALI",,"https://www.google.com/maps/place/CURRY+%26+CANELA+RESTAURANTE+HINDU,+INDIO,+NEPALI/data=!4m2!3m1!1s0xd4229f076fb0037:0xe5ce809184640f",,
Bombay Palace,,https://www.google.com/maps/place/Bombay+Palace/data=!4m2!3m1!1s0xd422789ab838ccb:0x7073b2aedfc047f1,,
Indian Aroma,,https://www.google.com/maps/place/Indian+Aroma/data=!4m2!3m1!1s0xd4228817478abc7:0x12dd922365e6c0ae,,
Moharaj,,https://www.google.com/maps/place/Moharaj/data=!4m2!3m1!1s0xd42262ae357ea99:0x2e3dced574cbdb80,,
Doli Indian Restaurant,,https://www.google.com/maps/place/Doli+Indian+Restaurant/data=!4m2!3m1!1s0xd4228ea957ede8f:0xf08840c028683738,,
Tandoori Station,,https://www.google.com/maps/place/Tandoori+Station/data=!4m2!3m1!1s0xd4228b739de8293:0xe9ab48dfa859bfd1,,
Restaurante Fathe Pur,,https://www.google.com/maps/place/Restaurante+Fathe+Pur/data=!4m2!3m1!1s0xd4228a6130a8a1d:0xc5ad823cd7358720,,
Udaipur Indian Cuisine,,https://www.google.com/maps/place/Udaipur+Indian+Cuisine/data=!4m2!3m1!1s0xd422950eb07cb4f:0xb756bdb41ef04772,,
Purnima Indian Cuisine,,https://www.google.com/maps/place/Purnima+Indian+Cuisine/data=!4m2!3m1!1s0xd4228b02b7270b3:0x50d9b9c0fe6a23f,,
Bangalore Modern Indian Cuisine,,https://www.google.com/maps/place/Bangalore+Modern+Indian+Cuisine/data=!4m2!3m1!1s0xd4228c76fe6b98b:0x9742027fbefac736,,
REGAÑADIENTES,,https://www.google.com/maps/place/REGA%C3%91ADIENTES/data=!4m2!3m1!1s0xd42295774fa9e73:0xc75806c114e1fde7,,
